title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
rockstar,Post Malone,0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,218320,4,1OmcAT5Y8eg5bUPv9qJT4R,1OmcAT5Y8eg5bUPv9qJT4R,0
Sinä ansaitset kultaa (Vain elämää kausi 7),Cheek,0.636,0.783,5,-6.406,0,0.0899,0.102,0.0,0.0859,0.511,145.921,190560,4,1pnYHu0479JaG3ESOTs0ZU,1pnYHu0479JaG3ESOTs0ZU,5
Maailman Laidalla,Mikael Gabriel,0.621,0.854,8,-5.213,1,0.0467,0.0382,0.0,0.178,0.445,152.03,207357,4,1hYSyi6LY9LkdYH0EjoFCO,1hYSyi6LY9LkdYH0EjoFCO,0
Look What You Made Me Do,Taylor Swift,0.773,0.68,9,-6.378,0,0.141,0.213,1.57e-05,0.122,0.497,128.062,211859,4,6uFsE1JgZ20EXyU0JQZbUR,6uFsE1JgZ20EXyU0JQZbUR,5
My Life Would Suck Without You,Kelly Clarkson,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982,211493,4,0XfuvxptNRVoEWp7SaneV8,0XfuvxptNRVoEWp7SaneV8,0
He Said She Said,Ashley Tisdale,0.694,0.709,7,-6.205,0,0.103,0.0966,0.0,0.267,0.566,114.966,188000,4,0jTTjg6q4jsd2RhuHwTvLj,0jTTjg6q4jsd2RhuHwTvLj,5
Beautiful Girls - Radio Disney Version,Sean Kingston,0.772,0.648,9,-6.222,1,0.0612,0.161,0.0,0.269,0.741,129.966,225560,4,0x4KuMldlnPMniT86Cmyep,0x4KuMldlnPMniT86Cmyep,3
Mr. Vain Recall - Radio Edit,Culture Beat,0.549,0.947,2,-5.141,1,0.0702,0.00191,0.0322,0.333,0.38,139.747,213413,4,1CJbLAkUiPXrttszpQhnO6,1CJbLAkUiPXrttszpQhnO6,0
Teenage Dirtbag,Wheatus,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676,241840,4,3LI4MmibTkXH5cGpCGZgyw,3LI4MmibTkXH5cGpCGZgyw,3
Lambada - Single Version,Kaoma,0.757,0.654,2,-10.263,0,0.0325,0.273,0.000875,0.0565,0.971,118.506,209333,4,6wNmHqU0iqqaiJ2ypZEc4J,6wNmHqU0iqqaiJ2ypZEc4J,5
Around the World (La La La La La) - Radio Version,A Touch Of Class,0.608,0.979,9,-6.184,0,0.0279,0.119,0.000878,0.156,0.653,131.985,215800,4,5unmsMTn84dE2kb3kz4wfe,5unmsMTn84dE2kb3kz4wfe,5
Move Ya Body,Nina Sky,0.864,0.701,11,-7.009,0,0.0433,0.0198,0.000856,0.0635,0.882,121.055,232053,4,3BnTYFrWGVwYFe1E8SXqY6,3BnTYFrWGVwYFe1E8SXqY6,5
We Will Rock You - Remastered 2011,Queen,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,122067,4,4pbJqGIASGPr0ZpGpnWkDn,4pbJqGIASGPr0ZpGpnWkDn,6
Drive,The Cars,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,234493,5,3wfujdbamR3Z46F4xav7LM,3wfujdbamR3Z46F4xav7LM,3
Smalltown Boy,Bronski Beat,0.679,0.564,10,-11.247,1,0.0267,0.529,0.0709,0.275,0.926,134.586,303307,4,0FrCX7P2C2hcRTcuhjEvK4,0FrCX7P2C2hcRTcuhjEvK4,3
"Loca People (What the F**k!"") - Radio Edit",Sak Noel,0.914,0.805,11,-3.132,0,0.0558,0.00065,0.0075,0.053,0.767,128.004,216960,4,5Q3ONCf28WRvJWljz1Iqp2,5Q3ONCf28WRvJWljz1Iqp2,5
The Way I Are,Timbaland,0.743,0.828,3,-6.273,0,0.0692,0.167,0.744,0.132,0.753,114.725,169413,4,636vdFAufIda3oSxnafrDI,636vdFAufIda3oSxnafrDI,4
It's My Life,No Doubt,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867,4,19EQUqnUXEeiBrY10JhPEF,19EQUqnUXEeiBrY10JhPEF,5
The Ballad of Mona Lisa,Panic! At The Disco,0.436,0.893,9,-4.18,0,0.0556,0.000362,0.0,0.103,0.0794,124.113,226680,4,5rLi8B8qgk6qThwRnKHW2P,5rLi8B8qgk6qThwRnKHW2P,0
Someday (I Will Understand),Britney Spears,0.523,0.561,0,-9.444,0,0.0275,0.732,2.55e-05,0.126,0.176,135.972,216933,4,61iJ9cAYgB5rJamvuChwEn,61iJ9cAYgB5rJamvuChwEn,6
Roulette,Katy Perry,0.64,0.627,6,-4.498,0,0.0319,0.0164,3.03e-05,0.118,0.427,112.036,198690,4,5jhF4d9nxIm1P58WQCCa5h,5jhF4d9nxIm1P58WQCCa5h,5
"Kynnet, Kynnet",Pyhimys,0.711,0.811,0,-7.238,1,0.0781,0.678,0.000281,0.202,0.313,99.995,246580,4,5HFUJIjkg7DgP3EuWtZ1rA,5HFUJIjkg7DgP3EuWtZ1rA,3
Good Old Days (feat. Kesha),Macklemore,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,240507,4,2Za1AlJNvksouPPWbXpR2X,2Za1AlJNvksouPPWbXpR2X,6
Marry Me,Jason Derulo,0.568,0.631,7,-5.623,1,0.0273,0.033,0.0,0.144,0.23,105.096,225027,4,7yxNIKwbgYlqWgBYeEtFXN,7yxNIKwbgYlqWgBYeEtFXN,0
Need You Now,Lady A,0.588,0.724,4,-4.379,1,0.0315,0.0348,9.52e-05,0.239,0.377,107.986,236787,4,48lVHYfNO1TvL54zMNwVnX,48lVHYfNO1TvL54zMNwVnX,0
If I Had You,Adam Lambert,0.648,0.908,4,-4.251,0,0.108,0.0113,0.0,0.374,0.793,131.147,228240,4,0H1OyEooZ5SzBYYdJEzxoy,0H1OyEooZ5SzBYYdJEzxoy,5
Lentäjän poika,Edu Kettunen,0.377,0.228,0,-11.938,1,0.037,0.67,0.0,0.11,0.219,120.178,194493,4,69NoXdIrkoHfXCKD9EuxEp,69NoXdIrkoHfXCKD9EuxEp,6
What About Us,The Saturdays,0.705,0.68,7,-4.751,1,0.0584,0.0059,0.0,0.214,0.689,123.941,220907,4,4HM4V3HbXpt4FQeq0Bwo6X,4HM4V3HbXpt4FQeq0Bwo6X,3
Rannalle,TCT,0.707,0.815,11,-6.575,0,0.156,0.000741,0.0,0.328,0.814,128.045,202253,4,5rmhbh6NJm63yeFuP5MgjH,5rmhbh6NJm63yeFuP5MgjH,5
Just Friends,G-Eazy,0.456,0.808,4,-5.653,0,0.391,0.145,0.0,0.0632,0.162,88.073,218456,4,0SDJmLCAWqHTo9bfKRAiRw,0SDJmLCAWqHTo9bfKRAiRw,1
Valitsemaanne Numeroon (feat. Vesta),Töölön Ketterä,0.747,0.841,5,-5.05,0,0.22,0.142,0.0,0.215,0.642,124.913,208370,4,1ElghIQKSmdL7FxDQWBv2I,1ElghIQKSmdL7FxDQWBv2I,1
Wolves,Selena Gomez,0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,7EmGUiUaOSGDnUUQUDrOXC,7EmGUiUaOSGDnUUQUDrOXC,5
10 Feet Down,NF,0.471,0.846,5,-6.59,1,0.272,0.0862,1.19e-05,0.271,0.0717,191.982,217107,4,4fI5Ea4TThfaEGJszi3eH9,4fI5Ea4TThfaEGJszi3eH9,1
Let You Down,NF,0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,6mrKP2jyIQmM0rw6fQryjr,6mrKP2jyIQmM0rw6fQryjr,5
New,Daya,0.715,0.742,0,-4.331,1,0.0347,0.052,2.47e-05,0.364,0.322,106.971,230880,4,4tERsdVCLtLtrGdFBf9DGC,4tERsdVCLtLtrGdFBf9DGC,0
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4,7iDa6hUg2VgEL1o1HjmfBn,7iDa6hUg2VgEL1o1HjmfBn,3
Gorgeous,Taylor Swift,0.794,0.537,7,-6.865,1,0.169,0.079,4.98e-06,0.227,0.418,92.022,209680,4,0CLnkxpa3M4eA3HeGaERat,0CLnkxpa3M4eA3HeGaERat,1
Bad At Love,Halsey,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279,4,7y9iMe8SOB6z3NoHE2OfXl,7y9iMe8SOB6z3NoHE2OfXl,3
Almost Famous,G-Eazy,0.696,0.522,9,-9.489,0,0.0872,0.0337,6.35e-06,0.113,0.0934,124.025,268920,4,3Uw0h4GVLVjoUEToSWe0gY,3Uw0h4GVLVjoUEToSWe0gY,5
Lähen menee (feat. Reino Nordin),JVG,0.808,0.762,1,-5.069,1,0.0803,0.0904,0.0,0.129,0.505,101.922,194587,4,1aUF83Zjjy9Z2cXWA10DHP,1aUF83Zjjy9Z2cXWA10DHP,3
I Fall Apart,Post Malone,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,75ZvA4QfFiZvzhj2xkaWAh,75ZvA4QfFiZvzhj2xkaWAh,5
Me You,Russ,0.702,0.762,8,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,164200,4,4f1QbCjIAgQwnf7ms9NXWx,4f1QbCjIAgQwnf7ms9NXWx,0
Makia,OG Ulla-Maija,0.717,0.855,8,-6.014,0,0.25,0.116,0.0,0.0627,0.623,134.926,292580,4,2xRRSWrjBy8tFJaEHMAMQS,2xRRSWrjBy8tFJaEHMAMQS,1
Jonkun Ex,IKE,0.663,0.741,0,-6.64,1,0.135,0.0884,0.0,0.161,0.272,99.029,190701,4,0QMQzOLL3tUDnCEcpolpBe,0QMQzOLL3tUDnCEcpolpBe,0
The Spectre,Alan Walker,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,193788,4,2DGa7iaidT5s0qnINlwMjJ,2DGa7iaidT5s0qnINlwMjJ,5
Phases,ALMA,0.767,0.718,1,-4.392,1,0.106,0.325,3.26e-06,0.099,0.493,109.991,206086,4,4aBdUWD9fIwI4YyiRTYjpN,4aBdUWD9fIwI4YyiRTYjpN,3
Paris Hilton,Aste,0.584,0.878,8,-3.602,1,0.279,0.0372,0.0,0.293,0.62,112.872,170907,4,7wCc1HYuZCRllw6HdL94R4,7wCc1HYuZCRllw6HdL94R4,1
<3,ibe,0.591,0.385,3,-9.43,0,0.068,0.137,0.00728,0.13,0.131,80.028,242732,4,5GvOl4aIzh8laPhj9NLt6S,5GvOl4aIzh8laPhj9NLt6S,6
Beam Me Up (Kill Mode) (Original Mix),CAZZETTE,0.761,0.634,7,-3.978,1,0.0968,0.00168,0.00186,0.0875,0.37,126.005,405468,4,2fCw9Il3rFZDg7hrsiz7Uw,2fCw9Il3rFZDg7hrsiz7Uw,0
Papi,Jennifer Lopez,0.705,0.805,4,-4.887,0,0.0595,0.134,0.000139,0.367,0.887,120.022,223493,4,1nAGuIZXz6vb8XW0xiMqic,1nAGuIZXz6vb8XW0xiMqic,5
SexyBack,Justin Timberlake,0.975,0.595,7,-5.639,0,0.0784,0.0602,0.0,0.0529,0.963,117.009,242800,4,3RPsqX9PQ1n2QfJCcb0yEw,3RPsqX9PQ1n2QfJCcb0yEw,5
Calabria - Firebeatz Remix,Rune RK,0.636,0.879,10,-2.862,1,0.0702,0.000732,0.446,0.324,0.395,128.004,221250,4,0ttPiazh17aXIo5NIckHES,0ttPiazh17aXIo5NIckHES,4
I Mean It,G-Eazy,0.719,0.577,10,-5.966,1,0.119,0.135,0.0,0.134,0.135,139.97,236453,4,3r3IydiFlCmsgY9B9L3o6Y,3r3IydiFlCmsgY9B9L3o6Y,0
One More Night,Maroon 5,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467,4,0W1qOdPQCP5MCogLNm8cuo,0W1qOdPQCP5MCogLNm8cuo,5
Payphone,Maroon 5,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4,1ml03ZtwxEJJiEuIsjke7W,1ml03ZtwxEJJiEuIsjke7W,3
Antidote - Radio Edit,Swedish House Mafia,0.648,0.859,7,-4.974,1,0.111,0.00645,0.0282,0.135,0.633,128.03,177250,4,38JE3O2HocFNvtljgtlNKv,38JE3O2HocFNvtljgtlNKv,3
Young Blood,The Naked And Famous,0.592,0.819,6,-5.908,1,0.0353,0.000175,0.000261,0.717,0.463,104.978,232944,4,0ZFqkCpQ7YrKAm0528LREE,0ZFqkCpQ7YrKAm0528LREE,7
Chandelier (feat. Lauriana Mae),B.o.B,0.701,0.75,1,-4.622,0,0.0456,0.011,0.000199,0.125,0.568,113.473,240080,4,5oBzet0pFpm9tEz5pUmdK1,5oBzet0pFpm9tEz5pUmdK1,5
Cannonball (Radio Edit),Showtek & Justin Prime,0.627,0.967,1,-5.48,1,0.0493,0.00296,0.798,0.396,0.411,127.979,193125,4,0SjwRXqTCc2TxjLQCj4mxD,0SjwRXqTCc2TxjLQCj4mxD,4
Long Live A$AP,A$AP Rocky,0.716,0.832,0,-4.939,0,0.351,0.61,0.0,0.115,0.399,130.042,289587,4,2JPavCWYtpCSnyLwnLBvXZ,2JPavCWYtpCSnyLwnLBvXZ,1
Forgot About Dre,Dr. Dre,0.925,0.737,8,-1.292,1,0.0777,0.092,0.0,0.169,0.603,133.946,222240,4,0Zh5U48tZNeAzzLTV1CVBE,0Zh5U48tZNeAzzLTV1CVBE,3
Molly,Tyga,0.839,0.795,10,-6.321,1,0.0544,0.0947,0.0,0.348,0.769,140.042,219173,4,5FqH0UN6ekEYOciZKMxQnY,5FqH0UN6ekEYOciZKMxQnY,3
Thinking About You (feat. Ayah Marar),Calvin Harris,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933,4,1KtD0xaLAikgIt5tPbteZQ,1KtD0xaLAikgIt5tPbteZQ,5
Dang! (feat. Anderson .Paak),Mac Miller,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,7L7KnCltNM8yXWs3ozuUY1,7L7KnCltNM8yXWs3ozuUY1,1
Willy Wonka (feat. Offset),Macklemore,0.879,0.609,4,-4.943,0,0.114,0.0071,0.0,0.072,0.569,123.991,222773,4,7uKSil5r7uHexnM9lukPTc,7uKSil5r7uHexnM9lukPTc,5
Frick Da Police,Ricegum,0.806,0.747,1,-5.617,1,0.2,0.0622,0.0,0.106,0.107,101.819,127059,4,314bi2IzSFaBWmAfn1c0eu,314bi2IzSFaBWmAfn1c0eu,1
God Church,Ricegum,0.844,0.747,8,-4.282,1,0.266,0.379,0.0,0.233,0.509,102.013,150622,4,6vSCM2SU46QPusXLiy0kjz,6vSCM2SU46QPusXLiy0kjz,1
Outta My Hair,Logan Paul,0.834,0.611,5,-4.585,0,0.207,0.103,0.0,0.0578,0.893,103.011,168171,4,0Xf805Zcfll6tIut8lKGJS,0Xf805Zcfll6tIut8lKGJS,1
Help Me Help You (feat. Why Don't We),Logan Paul,0.811,0.641,1,-4.167,0,0.256,0.205,0.0,0.547,0.781,134.971,152822,4,51w95jAPQDOWN3M7xopWWh,51w95jAPQDOWN3M7xopWWh,1
2016,Logan Paul,0.79,0.636,7,-5.45,0,0.0672,0.00082,0.0,0.124,0.158,137.961,204476,4,1hr8c67jxMqSgJwX2d7jH0,1hr8c67jxMqSgJwX2d7jH0,5
It's Everyday Bro,Jake Paul,0.79,0.714,1,-7.86,0,0.202,0.00142,0.0,0.111,0.559,150.033,217678,5,4l62h4tiuUwn7eD6hxMlVQ,4l62h4tiuUwn7eD6hxMlVQ,1
Sweatshirt,Jacob Sartorius,0.667,0.492,8,-8.612,1,0.03,0.321,0.0,0.0744,0.796,95.976,171250,4,0B3LaidsxjnBTUlKgKQQe5,0B3LaidsxjnBTUlKgKQQe5,3
Dead,Madison Beer,0.583,0.7,2,-4.969,0,0.211,0.4,0.0,0.183,0.553,103.072,194827,4,5kApwSRDqF5CKclVLw1FBM,5kApwSRDqF5CKclVLw1FBM,1
Unbreakable,Madison Beer,0.729,0.653,7,-5.092,1,0.034,0.193,0.0,0.0614,0.43,123.031,213640,4,4Hh9s8aHYNezPsKmjy6uO9,4Hh9s8aHYNezPsKmjy6uO9,3
I'm Not The Only One,Sam Smith,0.515,0.494,5,-5.78,1,0.0416,0.562,1.82e-05,0.0771,0.474,81.329,239317,4,4JKDi7xPPKkNAeG8XwBy6h,4JKDi7xPPKkNAeG8XwBy6h,6
Faded,ZHU,0.867,0.477,9,-7.183,0,0.049,0.00843,0.175,0.113,0.614,124.979,223480,4,2GQEM9JuHu30sGFvRYeCxz,2GQEM9JuHu30sGFvRYeCxz,5
Body Language,Kid Ink,0.886,0.529,5,-5.766,0,0.0383,0.0175,0.0,0.0997,0.262,99.023,207784,4,38VErEiTizjEE6BjsmroFx,38VErEiTizjEE6BjsmroFx,5
Foreign Remix (feat. Justin Bieber),Trey Songz,0.709,0.583,5,-6.814,0,0.0595,0.137,0.0,0.395,0.545,123.927,273640,4,3E2AepNzwCD7xGIGruIBrW,3E2AepNzwCD7xGIGruIBrW,5
No Flex Zone,Rae Sremmurd,0.93,0.508,1,-6.1,1,0.13,0.00787,0.0,0.0855,0.229,120.05,231244,4,6gmhFrUjNhwWIAWMYw2qmb,6gmhFrUjNhwWIAWMYw2qmb,3
Best Mistake,Ariana Grande,0.654,0.578,6,-6.897,1,0.449,0.546,0.0,0.112,0.233,143.867,233733,4,70yhaHLp9STtzI2Kzba6Tr,70yhaHLp9STtzI2Kzba6Tr,1
Habits (Stay High) - The Chainsmokers Extended Mix,Tove Lo,0.684,0.772,10,-5.976,1,0.0356,0.00248,0.00403,0.0894,0.0418,128.025,294253,4,7lxKUx67JrEoxjayHCb0Xr,7lxKUx67JrEoxjayHCb0Xr,0
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.869,0.687,1,-6.816,1,0.263,0.0208,1e-06,0.114,0.668,96.006,233787,4,4XoP1AkbOurU9CeZ2rMEz2,4XoP1AkbOurU9CeZ2rMEz2,1
Don't Let Me Down (feat. Daya) - W&W Remix,The Chainsmokers,0.431,0.877,8,-5.677,0,0.121,0.041,0.00128,0.126,0.484,159.897,195093,4,4s2rzq6ZpCfg5ODq0z79QG,4s2rzq6ZpCfg5ODq0z79QG,5
Complicated (feat. Kiiara) - Diego Miranda & Wolfpack Remix,Dimitri Vegas & Like Mike,0.524,0.827,8,-5.17,1,0.059,0.00103,0.0267,0.0412,0.236,128.011,250979,4,662vtOAyenh4uGaEP8buDu,662vtOAyenh4uGaEP8buDu,0
Are You with Me - Dimaro Radio Edit,Lost Frequencies,0.643,0.891,5,-3.908,0,0.0925,0.0049,0.00165,0.308,0.316,128.047,214096,4,2UN6a0lRIU0g1zfLQ0rp6p,2UN6a0lRIU0g1zfLQ0rp6p,5
En halua tietää,Antti Tuisku,0.76,0.773,7,-6.555,0,0.236,0.094,3.85e-05,0.602,0.827,142.089,240667,4,5sBShwG9BmGQemBbsBimPb,5sBShwG9BmGQemBbsBimPb,7
En kommentoi,Antti Tuisku,0.709,0.706,8,-5.613,1,0.0802,0.0194,3.19e-05,0.0436,0.503,123.984,186067,4,3fFjcrLF5X4Qq9Rq4r7MWD,3fFjcrLF5X4Qq9Rq4r7MWD,3
Go Flex,Post Malone,0.663,0.489,5,-8.198,1,0.124,0.227,0.0,0.0769,0.117,81.959,179613,4,2hCKzqwjRjhycKeZJvbloJ,2hCKzqwjRjhycKeZJvbloJ,6
Gucci Gang,Lil Pump,0.95,0.533,5,-7.022,1,0.148,0.247,0.0,0.114,0.675,119.869,124056,4,6foxplXS0YEq8cO374Lty4,6foxplXS0YEq8cO374Lty4,3
Fuck Love (feat. Trippie Redd),XXXTENTACION,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,7AQim7LbvFVZJE3O8TYgf2,7AQim7LbvFVZJE3O8TYgf2,5
XO Tour Llif3,Lil Uzi Vert,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4,7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,1
Swang,Rae Sremmurd,0.672,0.326,8,-9.36,1,0.0634,0.225,2.87e-05,0.101,0.154,140.008,208120,4,4VSVT9njJD3BsXIdCNHOVQ,4VSVT9njJD3BsXIdCNHOVQ,6
American Teen,Khalid,0.658,0.623,0,-6.934,1,0.0398,0.0683,0.0,0.321,0.207,100.436,250747,4,312WNtMs3F28cUukaPY9bo,312WNtMs3F28cUukaPY9bo,0
Do What I Want,Lil Uzi Vert,0.681,0.701,9,-6.336,1,0.0767,0.106,0.0,0.208,0.398,139.952,175203,4,4IWGnyOHDrVZEtPWfs4s7q,4IWGnyOHDrVZEtPWfs4s7q,0
"Nihee (feat. IBE, Deezydavid)",JVG,0.788,0.595,2,-6.529,1,0.156,0.0216,0.0,0.101,0.73,136.008,262960,4,1JqT97Gea7tOrQtlvYi27J,1JqT97Gea7tOrQtlvYi27J,3
rockstar,Post Malone,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,7wGoVu4Dady5GV0Sv4UIsx,7wGoVu4Dady5GV0Sv4UIsx,0
Feeling Myself,Nicki Minaj,0.69,0.699,2,-5.612,1,0.184,0.425,0.0109,0.399,0.465,139.83,237840,4,6Sm2YzLtL8FcyTMONOkiFw,6Sm2YzLtL8FcyTMONOkiFw,1
All About You,Hilary Duff,0.544,0.874,1,-5.108,1,0.0552,0.00506,0.000229,0.0782,0.635,158.128,162053,4,5c7tO3OhDBA4CUkdGoKkI2,5c7tO3OhDBA4CUkdGoKkI2,0
Breaking Free,Troy,0.58,0.596,0,-6.434,0,0.0377,0.0455,0.0,0.137,0.335,108.054,208027,4,2oyjhY5mK8DB41ShJbVpFC,2oyjhY5mK8DB41ShJbVpFC,5
Code Lyoko 'A World Without Danger' For Orchestra,Debra Reynolds,0.585,0.761,5,-5.825,1,0.0273,0.134,0.956,0.197,0.625,127.009,217339,4,3QJaomB69CliBLvq2I0x0t,3QJaomB69CliBLvq2I0x0t,4
Ekstaasiin,Gabriel Lion,0.627,0.769,2,-7.136,1,0.0329,0.00677,0.000151,0.0801,0.39,99.961,191439,4,3cEsSgxScaS8bLMpNAGjAJ,3cEsSgxScaS8bLMpNAGjAJ,3
Love Song,Sara Bareilles,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827,4,4E6cwWJWZw2zWf7VFbH7wf,4E6cwWJWZw2zWf7VFbH7wf,5
Love In This Club,Usher,0.502,0.825,0,-5.614,1,0.13,0.0465,0.0,0.11,0.468,140.403,254840,4,3Q8Yi4fkTzDKs5WBeLxs0M,3Q8Yi4fkTzDKs5WBeLxs0M,0
With You,Chris Brown,0.555,0.685,3,-4.447,1,0.132,0.152,0.0,0.124,0.665,85.905,252253,4,40XRRsy4XLXYvCnRMDVXiO,40XRRsy4XLXYvCnRMDVXiO,3
See You Again,Miley Cyrus,0.692,0.911,9,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,190453,4,0G71WvIkF2K6HViJeFvOcM,0G71WvIkF2K6HViJeFvOcM,5
Crank That (Soulja Boy) [Travis Barker Remix],Soulja Boy,0.671,0.531,8,-5.551,1,0.0467,0.0307,0.0,0.365,0.28,140.013,247013,4,5WeiB5JDBy6T5QQxtj09zb,5WeiB5JDBy6T5QQxtj09zb,0
Boom Boom Pow,Black Eyed Peas,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,4,7xRNsqOQOgWbHV1nbXnfXN,7xRNsqOQOgWbHV1nbXnfXN,3
Poker Face,Lady Gaga,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33e-06,0.121,0.776,119.001,237200,4,0WfKDYeUAoLA3vdvLKKWMW,0WfKDYeUAoLA3vdvLKKWMW,3
Just Dance,Lady Gaga,0.822,0.737,1,-4.542,0,0.0314,0.0261,4.19e-05,0.18,0.753,118.994,241933,4,6HkjpGIOHv4y0IBAxUbE5z,6HkjpGIOHv4y0IBAxUbE5z,5
Love Story,Taylor Swift,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267,4,1vrd6UOGamcKNGnSHJQlSt,1vrd6UOGamcKNGnSHJQlSt,0
I'm Yours,Jason Mraz,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,4,1EzrEOXmMH3G43AXT1y7pA,1EzrEOXmMH3G43AXT1y7pA,3
Single Ladies (Put a Ring on It) - Dave Audé Remix - Club Version,Beyoncé,0.796,0.845,1,-5.784,0,0.0819,0.00972,0.778,0.0334,0.657,126.016,499960,4,3fLu9Iu9rG3fDf3ErDqSSV,3fLu9Iu9rG3fDf3ErDqSSV,4
Gives You Hell,The All-American Rejects,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,4,6ihL9TjfRjadfEePzXXyVF,6ihL9TjfRjadfEePzXXyVF,3
Dead And Gone - feat. Justin Timberlake,T.I.,0.713,0.746,0,-4.99,1,0.259,0.0402,0.0,0.601,0.47,135.021,299747,4,1k2NovMHKHhgGsHxg0aYAS,1k2NovMHKHhgGsHxg0aYAS,7
Use Somebody,Kings of Leon,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4,5VGlqQANWDKJFl0MBG3sg2,5VGlqQANWDKJFl0MBG3sg2,0
You Found Me,The Fray,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853,4,4IoYz8XqqdowINzfRrFnhi,4IoYz8XqqdowINzfRrFnhi,0
Down,Jay Sean,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,212107,4,7LP4Es66zdY7CyjepqmvAg,7LP4Es66zdY7CyjepqmvAg,3
Best I Ever Had,Drake,0.427,0.861,1,-4.874,1,0.376,0.219,0.0,0.277,0.581,161.776,257760,4,3fyMH1t6UPeR5croea9PrR,3fyMH1t6UPeR5croea9PrR,1
My Life Would Suck Without You,Kelly Clarkson,0.529,0.878,9,-3.957,1,0.0534,0.00347,0.0,0.101,0.397,144.973,211653,4,6li2D8wQPvgwI2QIrGPhAF,6li2D8wQPvgwI2QIrGPhAF,0
LoveGame,Lady Gaga,0.894,0.677,6,-5.618,0,0.0548,0.00562,2.63e-06,0.31,0.857,105.029,216333,4,5c0Wgs68kjgViFCVDGLB2I,5c0Wgs68kjgViFCVDGLB2I,5
Sober,P!nk,0.618,0.792,6,-4.907,1,0.03,0.0746,0.0,0.182,0.404,90.981,251427,4,3FgxTW3HiEqSvR9h1H4q5J,3FgxTW3HiEqSvR9h1H4q5J,0
Birthday Sex,Jeremih,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.15,0.446,60.019,226507,4,16XNk3bVCSHXN1rlwbXtHb,16XNk3bVCSHXN1rlwbXtHb,5
"Hey, Soul Sister",Train,0.675,0.885,1,-4.432,0,0.0436,0.217,0.0,0.086,0.768,97.03,216667,4,0KpfYajJVVGgQ32Dby7e9i,0KpfYajJVVGgQ32Dby7e9i,5
Eurovisioit,ibe,0.808,0.799,6,-6.542,1,0.336,0.222,0.0,0.202,0.436,82.489,194022,4,4wyiZBiVhuR4xq67lxDef0,4wyiZBiVhuR4xq67lxDef0,1
